id,text,target,stance,sarcasm,sentiment,datetime
96,MENTION MENTION  هل من اخذ تطعيم ضد الجدري والسحايا وغيره من الامراض تتم اصابتهم بالمرض اذا لا ... اجل تطعيم ولقاح كورونا ليش من يأخذ جميع الجرعات يصاب بفيروس كورونا,Covid Vaccine,Against,No,Neutral,2021-05-26 23:14:07+00:00
97,#لا_للتطعيم_الاجباري يثق في البياع ومايثق في  تطعيم كورونا اللي الحكومه توصي عليه 😂😂,Covid Vaccine,Favor,Yes,Neutral,2021-05-08 06:56:20+00:00
98,#التحول_الإلكتروني الي صاير في حياتنا هذه الفترة سريع جدا ويكشف فرص كثيرة   وأن فيه أمور ممكن فعلا تتغير بسهولة أكثر مما تصوّرنا,Digital Transformation,Favor,No,Positive,2020-03-24 20:19:04+00:00
99,MENTION انا ارفض اي معلم يدرس عيالي من غير تطعيم اذا مطعم وحاشه كورونا بقول هذا قضاء وقدر اما مو مطعم وينقله لعيالنا اهني لا اهو معرض اكثر من الي مطعم للعدوى,Covid Vaccine,Favor,No,Neutral,2021-09-26 10:09:39+00:00
100, الاستقلالية الماليه +التشريعات الجديدة بخصوص تمكين المرأة وإعطائها حقوقها بحد زعمهم+طبعا عقول المجتمعات السخيفه بتأثرهم بما يعيشونه المشاهير  الناس يعيشون عيشه ماهي عيشتهم  اللي على قده اصبح ياكل من مطعم بلحاله وفاتورته ٧٠ ريال لانه تأثر بالمشهو,Women empowerment,Favor,No,Negative,2022-05-04 06:06:19+00:00
101,التحول و النظام الجديد راح يكون عون باذن الله لناس كثير خصوصا مع الربط الالكتروني الي بيحصل ويعرفون المستفيدين  المحتاجين ل #الضمان_الاجتماعي وراح ترتفع مستحقاتهم الشهرية لانه يراعي الوضع الاقتصادي واحتياجات الجميع الاساسية,Digital Transformation,Favor,No,Positive,2021-06-25 21:07:52+00:00
102,تعاون بين العربية للتصنيع وأورنچ فى التحول الرقمى والتعليم الإلكترونيURL,Digital Transformation,Favor,No,Neutral,2021-08-11 17:50:17+00:00
103, نعم يا بنات !!! 🙂🙂 احنا في عصر المرأة و تمكين المرأة واستقلالية المرأة ،  معقولة باقي في وحدة تصدق مشاعر العيال !!!!!,Women empowerment,Favor,No,Positive,2021-02-24 09:40:17+00:00
104,برأيكم هل يصلح أن تكون المرأة في العسكر وتشارك الرجل في الأمور الأمنية؟!!! وماذا نقول للقرار؟!!! أليس هذا تغريبا وانسلاخا للهوية الإسلامية. #تمكين_المرأة #التغريب #مهبط_الوحي #هذه_سبيلي ,Women empowerment,Against,No,Neutral,2021-03-07 17:58:53+00:00
105," غالباً لا يتم الالتفات لحاجات مختلف شرائح المجتمع و مدى استعداد المتعاملين بمن فيهم شريحة كبار المواطنين للتحول الرقمي ...   أحياناً يكون التحول الرقمي بمثابة كابوس لبعض شرائح المجتمع .... ""بمنطق هذا هو الموجود و روح دبر عمرك""",Digital Transformation,Against,No,Negative,2020-06-29 13:42:22+00:00
106,نفخر بإسهامنا في جهود تمكين المرأة السعودية وزيادة مشاركتها في التنمية عبر برامج ومبادرات متنوعة لخلق الوظائف وتعزيز المهارات المهنية والتهيئة للمراكز القيادية ورفع قدراتها في قطاع الأعمال والصناعة.  #اليوم_العالمي_للمرأة  مجموعة #مختار_المزين القابضة ,Women empowerment,Favor,No,Positive,2021-03-08 12:02:09+00:00
107, يحاولون تطعيم الاطفال بلقاح قاتل لا فائدة منه ... لا قانو و لا عرف دولي يجبر الناس على أخذ سمومكم (اللقاح)  غير مطعم و لم يصبني لا كورونا لا دلتا لا اوميكرون و الحمد لله 🙏,Covid Vaccine,Against,No,Negative,2021-12-10 14:28:51+00:00
108,نشكر ونثمن لوحدة التحول الرقمي التابعة للجنة الوطنية للتحول الرقمي ✨ انضمامها كشريك استراتيجي لمؤتمر الصحة في العصر الرقمي .. فأنتم خبراء الوطن في هذا المجال ومعكم تتحقق الأهداف الصحية الرقمية لرؤية 2030.   #لنهلم_الصحة URL,Digital Transformation,Favor,No,Positive,2019-03-09 16:15:51+00:00
109,#لا_للتطعيم_الاجباري82 تطعيم ماراح نطعم 🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦 ماراح نطعم    جسدي ملكي وانا مسؤوله عنه ولا أريد اخذ لقاح كورونا        ولا للاجبار ولا لأنتهاك حريتي في جسدي وحياتي وتنقلاتي وعملي 🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦 الحرية ما تخالف السياسات والانظمة    جسدي ملكي ولي حرية الاختيار,Covid Vaccine,Against,No,Negative,2021-08-03 13:24:30+00:00
110, يقولك 16 سنه ياخذ تطعيم الانفلونزا تطمنوا اجل لقاح كورونا فعال دام 16 سنه ياخذ تطعيم الانفلونزا,Covid Vaccine,Favor,No,Positive,2021-09-27 21:24:27+00:00
111,خلف كل #إنجاز_رقمي حكاية لشباب #السعودية_العظمى   تضافرت جهودهم لصنع الاستثناءات العاجلة في #الوطن_اكثر_من_ذلك  وها نحن اليوم نحصد حكاية #التحول_الرقمي لنباهي بها العالم URL,Digital Transformation,Favor,No,Positive,2021-03-29 11:31:12+00:00
112,MENTION MENTION تكفين روحي صححي معلوماتك وابحثي عن الحالات بامريكا 😂لان اعرف وش يصير هناك شخصيا مو عبر الميديا  اذا انت معارضه للتطعيم الاجباري طيب تطعيم الاطفال للانفلونزا و الحصبة الخ اجباري وعادي ماصار شيء الحمدلله ولا وقفت على تطعيم كورونا ؟,Covid Vaccine,Favor,No,Neutral,2021-06-13 15:49:34+00:00
113,الثقافة لا تعني تحول الإنسان إلى كائن رقمي مع استراتيجية التحول الرقمي لأنها انتهاك لخصوصية الإنسان فضلا عن ادميته. ونقصد بالكائن الرقمي بأن تتم إدارته رقميا من خلال العالم الرقمي ع الانترنت.,Digital Transformation,None,No,Negative,2019-12-17 03:44:25+00:00
114,#نعم_لتمكين_المرأة في كافة المجالات #سعودية_وأفتخر 🤞 #تمكين_المرأة_قول_وفعل 💚 ,Women empowerment,Favor,No,Positive,2021-04-24 17:08:41+00:00
115," لا تتعب نفسك مع هذا العوج فيهن فهن حاليًا يعشن وهم زمن تمكين المرأة وحقوقها وصدقن هذه المقولة من تُجار "" الانحلال والانسلاخ """,Women empowerment,Against,No,Negative,2021-03-06 18:58:06+00:00
116,  ننظر بإيجابية إلى هذا الحراك التقني في وزارة التربية والتعليم ومتفائلون لتحقيق التحول الرقمي في ضوء أهداف الاستراتيجية الوطنية ٢٠٤٠,Digital Transformation,Favor,No,Positive,2019-09-12 05:42:36+00:00
117,ومن #مساواة إلى تمكين إلى #حقوق ثم تنوير.. المقصد ليس حق المرأة وإنما كيف تفكيك #المرأة من عفتها!!,Women empowerment,Against,Yes,Negative,2022-02-08 18:43:17+00:00
118,حيث تحدثت رسالة الملتقى عن تمكين المرأة #السعودية  والنجاحات التي حققتها ودورها في نهضة المجتمع تتابعا لمسيرة الإصلاحات الاجتماعية والاقتصادية والمدنية التي قامت بها الدولة مؤخرا من #2017   حيث تأتي استضافة #هونشي_السعودية للملتقى ضمن  = URL,Women empowerment,Favor,No,Positive,2022-04-22 21:18:34+00:00
119,الجائحة نقلت التحول التقني من علامة تقدّم إلى وسيلة أساسية.,Digital Transformation,Favor,No,Positive,2020-09-12 01:57:56+00:00
120,التحول من الدفع النقدي الي الدفع الإلكتروني من اهداف #رؤية_السعودية_2030 وتساعد على منع أو تعقب عمليات #الاحتيال بما فيها غسيل الأموال و #التستر_التجاري URL,Digital Transformation,Favor,No,Positive,2020-08-20 12:15:59+00:00
121,دور الشركات في تمكين المرأة!  via ,Women empowerment,Favor,No,Neutral,2020-12-18 16:50:48+00:00
122,موجة تغييرات في وطنا ابرزها تمكين المرأه البالغه من السفر بدون قيود فسخ نظام الولاية شيئاً فشيئاً وشهدناه لما صار النظام يحسب لكل فرد بالغ بالمجتمع رمز بريدي منفرد  ٤-أمكانية سكن المرأه بسكن مستقل  والقادم اكثر بأذن الله  أطال الله بعمر سيدي سنين مديده 🤍#نسويات_نشكر_ولي_العهد,Women empowerment,Favor,No,Positive,2021-04-15 20:23:17+00:00
123, تمكين المرأة كذبة,Women empowerment,Against,No,Negative,2021-02-21 12:52:10+00:00
124,بحمد الله اخذت تطعيم كورونا.. التنظيم و الاستقبال اكثر من رائع فعلا كل شيء كان مدعاة للفخر 🙏🏻💚🇸🇦  ,Covid Vaccine,Favor,No,Positive,2021-01-07 15:41:42+00:00
125,مين من الشباب اخد تطعيم كورونا ؟ وهل صار ومرضت بالكورونا؟ بعد التطعيم؟ او اعراض جانبية ما زالت موجودة بعد التطعيم؟ اغلب الي بعرفهم عندهم وجع بالضهر في منهم خف وفي عدد أصبح عنده مشاكل بالمعدة مزمنة لليوم هل لاحظتوا اي شي ؟,Covid Vaccine,Against,No,Neutral,2022-04-17 20:29:05+00:00
126,لا تقل أهمية دعم المرأة اعلامياً عن أهمية تمكينها  شكراً لجريدة النهار التي تخصص عدد يوم الأربعاء لابراز دور النساء،  واؤكد أن أهمية تمكين المرأة اقتصادياً يعود بالنفع على اقتصادنا ككل، فحتى ننموا اقتصادياً..  مكنوا المرأة ,Women empowerment,Favor,No,Positive,2021-03-30 19:57:54+00:00
